what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347084756229
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347084775046
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1347084781438
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347084785105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347084788006
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1347084788109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347084789787
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.LogCatView",1347084797032
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347084831506
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1347084831512
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347084848294
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347084925638
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347084936898
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1347084939044
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347084944870
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347084947510
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347084960387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347084964921
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1347084971917
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1347084976245
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1347084983924
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1347084991119
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347084997379
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1347084999531
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1347085000824
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1347085005172
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1347085007410
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085008481
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085011238
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.LogCatView",1347085013100
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085014572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085024340
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1347085024375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085039853
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085042027
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085045347
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085046587
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085049714
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085050225
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085056817
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085072484
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1347085073704
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1347085076088
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085080685
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085085991
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1347085092895
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347085099683
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085103686
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085122891
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085135250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085139641
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1347085154568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085156441
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085157287
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1347085171905
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347085312329
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1347085371614
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085380110
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085402885
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347085406070
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085414802
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085431743
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347085443404
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085447354
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085466417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085471616
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085500157
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347085506880
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085518313
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085634776
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085668776
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085724011
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085811080
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085847761
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347085898367
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347086019451
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1347086028933
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347086029417
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347086030992
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1347086037101
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1347086042173
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347086043130
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347086066437
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1347086066473
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1347086078379
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1347086080213
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1347086087812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347086118019
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347086412979
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1347086413898
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1347086428422
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347086428848
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347086437967
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1347086439570
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1347086441500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347086444255
started,bundle,org.eclipse.help.base,3.6.2.v201202080800,"org.eclipse.help.base",1347086566570
